AREA,MAINTRAVELWORK,AGE,Value,Flags
339800,16,3,18,
339900,9999,3,558,
339900,6,3,0,
339900,10,3,18,
339900,12,3,0,
339900,16,3,3,
340000,9999,3,273,
340000,6,3,3,
340000,10,3,18,
340000,12,3,0,
340000,16,3,0,
340100,9999,3,132,
340100,6,3,0,
340100,10,3,6,
340100,12,3,0,
340100,16,3,0,
340200,9999,3,126,
340200,6,3,0,
340200,10,3,9,
340200,12,3,0,
340200,16,3,3,
340300,9999,3,207,
340300,6,3,0,
340300,10,3,15,
340300,12,3,0,
340300,16,3,0,
340400,9999,3,528,
340400,6,3,3,
340400,10,3,39,
340400,12,3,0,
340400,16,3,6,
340500,9999,3,123,
340500,6,3,0,
340500,10,3,6,
340500,12,3,0,
340500,16,3,0,
340600,9999,3,423,
340600,6,3,3,
340600,10,3,36,
340600,12,3,0,
340600,16,3,0,
340700,9999,3,291,
340700,6,3,3,
340700,10,3,27,
340700,12,3,0,
340700,16,3,3,
340800,9999,3,279,
340800,6,3,3,
340800,10,3,21,
340800,12,3,0,
340800,16,3,0,
340900,9999,3,,c
340900,6,3,,c
340900,10,3,,c
340900,12,3,,c
340900,16,3,,c
341000,9999,3,180,
341000,6,3,0,
341000,10,3,6,
341000,12,3,0,
341000,16,3,0,
341100,9999,3,2637,
341100,6,3,15,
341100,10,3,141,
341100,12,3,0,
341100,16,3,15,
341200,9999,3,1284,
341200,6,3,9,
341200,10,3,60,
341200,12,3,0,
341200,16,3,9,
341300,9999,3,390,
341300,6,3,6,
341300,10,3,12,
341300,12,3,0,
341300,16,3,3,
341400,9999,3,87,
341400,6,3,0,
341400,10,3,3,
341400,12,3,0,
341400,16,3,3,
341500,9999,3,405,
341500,6,3,0,
341500,10,3,93,
341500,12,3,0,
341500,16,3,0,
341600,9999,3,,c
341600,6,3,,c
341600,10,3,,c
341600,12,3,,c
341600,16,3,,c
341700,9999,3,,c
341700,6,3,,c
341700,10,3,,c
341700,12,3,,c
341700,16,3,,c
341800,9999,3,402,
341800,6,3,0,
341800,10,3,51,
341800,12,3,0,
341800,16,3,0,
341900,9999,3,378,
341900,6,3,0,
341900,10,3,3,
341900,12,3,0,
341900,16,3,9,
342000,9999,3,303,
342000,6,3,0,
342000,10,3,48,
342000,12,3,0,
342000,16,3,3,
342100,9999,3,246,
342100,6,3,0,
342100,10,3,0,
342100,12,3,0,
342100,16,3,3,
342200,9999,3,222,
342200,6,3,0,
342200,10,3,3,
342200,12,3,0,
342200,16,3,9,
342300,9999,3,87,
342300,6,3,0,
342300,10,3,3,
342300,12,3,0,
342300,16,3,6,
342400,9999,3,318,
342400,6,3,0,
342400,10,3,6,
342400,12,3,0,
342400,16,3,9,
342500,9999,3,57,
342500,6,3,0,
342500,10,3,0,
342500,12,3,0,
342500,16,3,0,
342600,9999,3,462,
342600,6,3,0,
342600,10,3,6,
342600,12,3,0,
342600,16,3,51,
342700,9999,3,54,
342700,6,3,,c
342700,10,3,9,
342700,12,3,,c
342700,16,3,,c
342800,9999,3,483,
342800,6,3,0,
342800,10,3,51,
342800,12,3,0,
342800,16,3,3,
342900,9999,3,,c
342900,6,3,,c
342900,10,3,,c
342900,12,3,,c
342900,16,3,,c
343000,9999,3,189,
343000,6,3,0,
343000,10,3,9,
343000,12,3,0,
343000,16,3,6,
343100,9999,3,252,
343100,6,3,0,
343100,10,3,30,
343100,12,3,0,
343100,16,3,0,
343200,9999,3,,c
343200,6,3,,c
343200,10,3,,c
343200,12,3,,c
343200,16,3,,c
343300,9999,3,312,
343300,6,3,0,
343300,10,3,9,
343300,12,3,0,
343300,16,3,18,
343400,9999,3,522,
343400,6,3,0,
343400,10,3,6,
343400,12,3,0,
343400,16,3,54,
343500,9999,3,567,
343500,6,3,3,
343500,10,3,12,
343500,12,3,0,
343500,16,3,12,
343600,9999,3,537,
343600,6,3,3,
343600,10,3,15,
343600,12,3,0,
343600,16,3,3,
343700,9999,3,342,
343700,6,3,0,
343700,10,3,6,
343700,12,3,0,
343700,16,3,6,
343800,9999,3,120,
343800,6,3,0,
343800,10,3,6,
343800,12,3,0,
343800,16,3,0,
343900,9999,3,666,
343900,6,3,0,
343900,10,3,45,
343900,12,3,0,
343900,16,3,3,
344000,9999,3,438,
344000,6,3,0,
344000,10,3,27,
344000,12,3,0,
344000,16,3,6,
344100,9999,3,219,
344100,6,3,0,
344100,10,3,15,
344100,12,3,0,
344100,16,3,3,
344200,9999,3,345,
344200,6,3,0,
344200,10,3,21,
344200,12,3,0,
344200,16,3,0,
344300,9999,3,63,
344300,6,3,,c
344300,10,3,,c
344300,12,3,,c
344300,16,3,,c
344400,9999,3,1386,
344400,6,3,0,
344400,10,3,114,
344400,12,3,0,
344400,16,3,6,
344500,9999,3,192,
344500,6,3,0,
344500,10,3,9,
344500,12,3,0,
344500,16,3,0,
344600,9999,3,,c
344600,6,3,,c
344600,10,3,,c
344600,12,3,,c
344600,16,3,,c
344700,9999,3,201,
344700,6,3,0,
344700,10,3,15,
344700,12,3,0,
344700,16,3,0,
344800,9999,3,675,
344800,6,3,0,
344800,10,3,12,
344800,12,3,0,
344800,16,3,0,
344900,9999,3,1467,
344900,6,3,0,
344900,10,3,69,
344900,12,3,0,
344900,16,3,9,
345000,9999,3,351,
345000,6,3,0,
345000,10,3,21,
345000,12,3,0,
345000,16,3,0,
345100,9999,3,366,
345100,6,3,0,
345100,10,3,21,
345100,12,3,0,
345100,16,3,0,
345200,9999,3,234,
345200,6,3,0,
345200,10,3,6,
345200,12,3,0,
345200,16,3,3,
345300,9999,3,324,
345300,6,3,0,
345300,10,3,9,
345300,12,3,0,
345300,16,3,3,
345400,9999,3,276,
345400,6,3,0,
345400,10,3,12,
345400,12,3,0,
345400,16,3,0,
345500,9999,3,1497,
345500,6,3,0,
345500,10,3,120,
345500,12,3,0,
345500,16,3,3,
345600,9999,3,603,
345600,6,3,0,
345600,10,3,33,
345600,12,3,0,
345600,16,3,6,
345700,9999,3,516,
345700,6,3,0,
345700,10,3,27,
345700,12,3,0,
345700,16,3,12,
345800,9999,3,531,
345800,6,3,0,
345800,10,3,33,
345800,12,3,0,
345800,16,3,0,
345900,9999,3,120,
345900,6,3,0,
345900,10,3,6,
345900,12,3,0,
345900,16,3,0,
346000,9999,3,183,
346000,6,3,0,
346000,10,3,33,
346000,12,3,0,
346000,16,3,3,
346100,9999,3,,c
346100,6,3,,c
346100,10,3,,c
346100,12,3,,c
346100,16,3,,c
346200,9999,3,348,
346200,6,3,3,
346200,10,3,24,
346200,12,3,0,
346200,16,3,0,
346300,9999,3,,c
346300,6,3,,c
346300,10,3,,c
346300,12,3,,c
346300,16,3,,c
346400,9999,3,204,
346400,6,3,0,
346400,10,3,6,
346400,12,3,0,
346400,16,3,0,
346500,9999,3,,c
346500,6,3,,c
346500,10,3,,c
346500,12,3,,c
346500,16,3,,c
346600,9999,3,438,
346600,6,3,3,
346600,10,3,21,
346600,12,3,0,
346600,16,3,3,
346700,9999,3,810,
346700,6,3,0,
346700,10,3,39,
346700,12,3,3,
346700,16,3,3,
346800,9999,3,345,
346800,6,3,0,
346800,10,3,12,
346800,12,3,0,
346800,16,3,3,
346900,9999,3,321,
346900,6,3,0,
346900,10,3,9,
346900,12,3,0,
346900,16,3,3,
347000,9999,3,1428,
347000,6,3,0,
347000,10,3,123,
347000,12,3,0,
347000,16,3,0,
347100,9999,3,159,
347100,6,3,0,
347100,10,3,0,
347100,12,3,0,
347100,16,3,0,
347200,9999,3,318,
347200,6,3,0,
347200,10,3,6,
347200,12,3,0,
347200,16,3,3,
347300,9999,3,51,
347300,6,3,,c
347300,10,3,,c
347300,12,3,,c
347300,16,3,,c
347400,9999,3,246,
347400,6,3,12,
347400,10,3,9,
347400,12,3,0,
347400,16,3,0,
347500,9999,3,456,
347500,6,3,3,
347500,10,3,12,
347500,12,3,0,
347500,16,3,6,
347600,9999,3,,c
347600,6,3,,c
347600,10,3,,c
347600,12,3,,c
347600,16,3,,c
347700,9999,3,840,
347700,6,3,15,
347700,10,3,72,
347700,12,3,0,
347700,16,3,3,
347800,9999,3,252,
347800,6,3,0,
347800,10,3,21,
347800,12,3,0,
347800,16,3,0,
347900,9999,3,684,
347900,6,3,6,
347900,10,3,69,
347900,12,3,0,
347900,16,3,3,
348000,9999,3,105,
348000,6,3,0,
348000,10,3,0,
348000,12,3,0,
348000,16,3,0,
348100,9999,3,2322,
348100,6,3,150,
348100,10,3,402,
348100,12,3,6,
348100,16,3,21,
348200,9999,3,252,
348200,6,3,9,
348200,10,3,30,
348200,12,3,0,
348200,16,3,3,
348300,9999,3,282,
348300,6,3,6,
348300,10,3,15,
348300,12,3,0,
348300,16,3,0,
348400,9999,3,2430,
348400,6,3,45,
348400,10,3,78,
348400,12,3,0,
348400,16,3,6,
348500,9999,3,108,
348500,6,3,0,
348500,10,3,0,
348500,12,3,0,
348500,16,3,0,
348600,9999,3,201,
348600,6,3,3,
348600,10,3,9,
348600,12,3,3,
348600,16,3,3,
348700,9999,3,156,
348700,6,3,0,
348700,10,3,12,
348700,12,3,0,
348700,16,3,0,
348800,9999,3,258,
348800,6,3,3,
348800,10,3,3,
348800,12,3,0,
348800,16,3,0,
348900,9999,3,189,
348900,6,3,3,
348900,10,3,3,
348900,12,3,0,
348900,16,3,0,
349000,9999,3,225,
349000,6,3,0,
349000,10,3,9,
349000,12,3,0,
349000,16,3,0,
349100,9999,3,195,
349100,6,3,0,
349100,10,3,6,
349100,12,3,0,
349100,16,3,0,
349200,9999,3,153,
349200,6,3,0,
349200,10,3,6,
349200,12,3,0,
349200,16,3,0,
349300,9999,3,522,
349300,6,3,0,
349300,10,3,12,
349300,12,3,0,
349300,16,3,9,
349400,9999,3,291,
349400,6,3,0,
349400,10,3,6,
349400,12,3,0,
349400,16,3,3,
349500,9999,3,,c
349500,6,3,,c
349500,10,3,,c
349500,12,3,,c
349500,16,3,,c
349600,9999,3,288,
349600,6,3,3,
349600,10,3,6,
349600,12,3,0,
349600,16,3,3,
349700,9999,3,117,
349700,6,3,0,
349700,10,3,6,
349700,12,3,0,
349700,16,3,0,
349800,9999,3,348,
349800,6,3,0,
349800,10,3,12,
349800,12,3,0,
349800,16,3,3,
349900,9999,3,753,
349900,6,3,6,
349900,10,3,75,
349900,12,3,0,
349900,16,3,0,
350000,9999,3,351,
350000,6,3,3,
350000,10,3,18,
350000,12,3,0,
350000,16,3,0,
350100,9999,3,201,
350100,6,3,3,
350100,10,3,3,
350100,12,3,0,
350100,16,3,0,
350200,9999,3,204,
350200,6,3,0,
350200,10,3,0,
350200,12,3,0,
350200,16,3,3,
350300,9999,3,495,
350300,6,3,3,
350300,10,3,9,
350300,12,3,0,
350300,16,3,0,
350400,9999,3,357,
350400,6,3,9,
350400,10,3,18,
350400,12,3,0,
350400,16,3,3,
350500,9999,3,102,
350500,6,3,0,
350500,10,3,0,
350500,12,3,0,
350500,16,3,0,
350600,9999,3,69,
350600,6,3,,c
350600,10,3,,c
350600,12,3,,c
350600,16,3,,c
350700,9999,3,474,
350700,6,3,0,
350700,10,3,12,
350700,12,3,0,
350700,16,3,0,
350800,9999,3,,c
350800,6,3,,c
350800,10,3,,c
350800,12,3,,c
350800,16,3,,c
350900,9999,3,138,
350900,6,3,0,
350900,10,3,12,
350900,12,3,0,
350900,16,3,3,
351000,9999,3,405,
351000,6,3,3,
351000,10,3,24,
351000,12,3,0,
351000,16,3,0,
351100,9999,3,180,
351100,6,3,0,
351100,10,3,3,
351100,12,3,0,
351100,16,3,0,
351200,9999,3,114,
351200,6,3,3,
351200,10,3,3,
351200,12,3,0,
351200,16,3,0,
351300,9999,3,93,
351300,6,3,0,
351300,10,3,0,
351300,12,3,0,
351300,16,3,0,
351400,9999,3,1233,
351400,6,3,9,
351400,10,3,36,
351400,12,3,0,
351400,16,3,9,
351500,9999,3,597,
351500,6,3,3,
351500,10,3,51,
351500,12,3,0,
351500,16,3,3,
351600,9999,3,555,
351600,6,3,12,
351600,10,3,39,
351600,12,3,0,
351600,16,3,3,
351700,9999,3,162,
351700,6,3,3,
351700,10,3,6,
351700,12,3,0,
351700,16,3,0,
351800,9999,3,117,
351800,6,3,0,
351800,10,3,3,
351800,12,3,0,
351800,16,3,0,
351900,9999,3,153,
351900,6,3,0,
351900,10,3,21,
351900,12,3,0,
351900,16,3,3,
352000,9999,3,282,
352000,6,3,12,
352000,10,3,24,
352000,12,3,0,
352000,16,3,0,
352100,9999,3,141,
352100,6,3,0,
352100,10,3,9,
352100,12,3,0,
352100,16,3,0,
352200,9999,3,318,
352200,6,3,9,
352200,10,3,27,
352200,12,3,0,
352200,16,3,3,
352300,9999,3,237,
352300,6,3,3,
352300,10,3,6,
352300,12,3,0,
352300,16,3,0,
352400,9999,3,210,
352400,6,3,15,
352400,10,3,30,
352400,12,3,0,
352400,16,3,3,
352500,9999,3,114,
352500,6,3,0,
352500,10,3,0,
352500,12,3,0,
352500,16,3,3,
352600,9999,3,570,
352600,6,3,6,
352600,10,3,15,
352600,12,3,0,
352600,16,3,0,
352700,9999,3,474,
352700,6,3,6,
352700,10,3,24,
352700,12,3,0,
352700,16,3,6,
352800,9999,3,186,
352800,6,3,3,
352800,10,3,3,
352800,12,3,0,
352800,16,3,3,
352900,9999,3,300,
352900,6,3,6,
352900,10,3,27,
352900,12,3,0,
352900,16,3,0,
353000,9999,3,90,
353000,6,3,0,
353000,10,3,9,
353000,12,3,0,
353000,16,3,0,
353100,9999,3,1587,
353100,6,3,72,
353100,10,3,207,
353100,12,3,0,
353100,16,3,21,
353200,9999,3,3276,
353200,6,3,171,
353200,10,3,312,
353200,12,3,0,
353200,16,3,60,
353300,9999,3,291,
353300,6,3,3,
353300,10,3,9,
353300,12,3,0,
353300,16,3,0,
353400,9999,3,8211,
353400,6,3,378,
353400,10,3,591,
353400,12,3,0,
353400,16,3,81,
353500,9999,3,141,
353500,6,3,0,
353500,10,3,3,
353500,12,3,0,
353500,16,3,3,
353600,9999,3,141,
353600,6,3,0,
353600,10,3,0,
353600,12,3,0,
353600,16,3,0,
353700,9999,3,2172,
353700,6,3,24,
353700,10,3,36,
353700,12,3,0,
353700,16,3,24,
353800,9999,3,198,
353800,6,3,3,
353800,10,3,12,
353800,12,3,0,
353800,16,3,0,
353900,9999,3,129,
353900,6,3,0,
353900,10,3,6,
353900,12,3,0,
353900,16,3,0,
354000,9999,3,75,
354000,6,3,0,
354000,10,3,3,
354000,12,3,0,
354000,16,3,3,
354100,9999,3,51,
354100,6,3,,c
354100,10,3,,c
354100,12,3,,c
354100,16,3,,c
354200,9999,3,402,
354200,6,3,9,
354200,10,3,27,
354200,12,3,0,
354200,16,3,6,
354300,9999,3,3072,
354300,6,3,54,
354300,10,3,165,
354300,12,3,0,
354300,16,3,24,
354400,9999,3,132,
354400,6,3,3,
354400,10,3,3,
354400,12,3,0,
354400,16,3,3,
354500,9999,3,96,
354500,6,3,0,
354500,10,3,3,
354500,12,3,0,
354500,16,3,0,
354600,9999,3,288,
354600,6,3,3,
354600,10,3,18,
354600,12,3,0,
354600,16,3,0,
354700,9999,3,255,
354700,6,3,6,
354700,10,3,18,
354700,12,3,0,
354700,16,3,0,
354800,9999,3,273,
354800,6,3,3,
354800,10,3,15,
354800,12,3,0,
354800,16,3,3,
354900,9999,3,198,
354900,6,3,0,
354900,10,3,9,
354900,12,3,0,
354900,16,3,0,
355000,9999,3,150,
355000,6,3,0,
355000,10,3,6,
355000,12,3,0,
355000,16,3,0,
355100,9999,3,120,
355100,6,3,3,
355100,10,3,3,
355100,12,3,0,
355100,16,3,0,
355200,9999,3,264,
355200,6,3,3,
355200,10,3,18,
355200,12,3,0,
355200,16,3,3,
355300,9999,3,156,
355300,6,3,0,
355300,10,3,12,
355300,12,3,0,
355300,16,3,0,
355400,9999,3,117,
355400,6,3,0,
355400,10,3,0,
355400,12,3,0,
355400,16,3,0,
355500,9999,3,264,
355500,6,3,3,
355500,10,3,27,
355500,12,3,0,
355500,16,3,3,
355600,9999,3,294,
355600,6,3,0,
355600,10,3,12,
355600,12,3,0,
355600,16,3,3,
355700,9999,3,132,
355700,6,3,0,
355700,10,3,6,
355700,12,3,0,
355700,16,3,0,
355800,9999,3,714,
355800,6,3,0,
355800,10,3,39,
355800,12,3,0,
355800,16,3,12,
355900,9999,3,327,
355900,6,3,0,
355900,10,3,12,
355900,12,3,0,
355900,16,3,3,
356000,9999,3,369,
356000,6,3,0,
356000,10,3,9,
356000,12,3,0,
356000,16,3,15,
356100,9999,3,1095,
356100,6,3,3,
356100,10,3,21,
356100,12,3,0,
356100,16,3,30,
356200,9999,3,606,
356200,6,3,0,
356200,10,3,12,
356200,12,3,0,
356200,16,3,9,
356300,9999,3,324,
356300,6,3,0,
356300,10,3,18,
356300,12,3,0,
356300,16,3,6,
356400,9999,3,501,
356400,6,3,0,
356400,10,3,51,
356400,12,3,0,
356400,16,3,0,
356500,9999,3,1122,
356500,6,3,0,
356500,10,3,60,
356500,12,3,0,
356500,16,3,3,
356600,9999,3,204,
356600,6,3,0,
356600,10,3,9,
356600,12,3,0,
356600,16,3,0,
356700,9999,3,84,
356700,6,3,0,
356700,10,3,9,
356700,12,3,0,
356700,16,3,0,
356800,9999,3,135,
356800,6,3,0,
356800,10,3,3,
356800,12,3,3,
356800,16,3,9,
356900,9999,3,,c
356900,6,3,,c
356900,10,3,,c
356900,12,3,,c
356900,16,3,,c
357000,9999,3,42,
357000,6,3,,c
357000,10,3,,c
357000,12,3,,c
357000,16,3,,c
357100,9999,3,,c
357100,6,3,,c
357100,10,3,,c
357100,12,3,,c
357100,16,3,,c
357200,9999,3,24,
357200,6,3,,c
357200,10,3,,c
357200,12,3,,c
357200,16,3,,c
357300,9999,3,240,
357300,6,3,0,
357300,10,3,12,
357300,12,3,0,
357300,16,3,3,
357400,9999,3,,c
357400,6,3,,c
357400,10,3,,c
357400,12,3,,c
357400,16,3,,c
357500,9999,3,978,
357500,6,3,0,
357500,10,3,96,
357500,12,3,3,
357500,16,3,6,
357600,9999,3,102,
357600,6,3,0,
357600,10,3,3,
357600,12,3,0,
357600,16,3,0,
357700,9999,3,426,
357700,6,3,0,
357700,10,3,18,
357700,12,3,0,
357700,16,3,24,
357800,9999,3,,c
357800,6,3,,c
357800,10,3,,c
357800,12,3,,c
357800,16,3,,c
357900,9999,3,639,
357900,6,3,0,
357900,10,3,18,
357900,12,3,0,
357900,16,3,24,
358000,9999,3,438,
358000,6,3,0,
358000,10,3,15,
358000,12,3,0,
358000,16,3,30,
358100,9999,3,402,
358100,6,3,0,
358100,10,3,9,
358100,12,3,0,
358100,16,3,15,
358200,9999,3,435,
358200,6,3,0,
358200,10,3,12,
358200,12,3,0,
358200,16,3,18,
358300,9999,3,585,
358300,6,3,0,
358300,10,3,6,
358300,12,3,0,
358300,16,3,36,
358400,9999,3,738,
358400,6,3,0,
358400,10,3,21,
358400,12,3,0,
358400,16,3,36,
358500,9999,3,375,
358500,6,3,0,
358500,10,3,6,
358500,12,3,0,
358500,16,3,15,
358600,9999,3,699,
358600,6,3,0,
358600,10,3,54,
358600,12,3,0,
358600,16,3,0,
358700,9999,3,327,
358700,6,3,0,
358700,10,3,6,
358700,12,3,0,
358700,16,3,21,
358800,9999,3,288,
358800,6,3,0,
358800,10,3,15,
358800,12,3,0,
358800,16,3,0,
358900,9999,3,324,
358900,6,3,0,
358900,10,3,6,
358900,12,3,0,
358900,16,3,9,
359000,9999,3,150,
359000,6,3,0,
359000,10,3,3,
359000,12,3,0,
359000,16,3,6,
359100,9999,3,867,
359100,6,3,0,
359100,10,3,51,
359100,12,3,0,
359100,16,3,36,
359200,9999,3,,c
359200,6,3,,c
359200,10,3,,c
359200,12,3,,c
359200,16,3,,c
359300,9999,3,111,
359300,6,3,0,
359300,10,3,21,
359300,12,3,0,
359300,16,3,3,
359400,9999,3,270,
359400,6,3,0,
359400,10,3,6,
359400,12,3,0,
359400,16,3,27,
359500,9999,3,696,
359500,6,3,0,
359500,10,3,24,
359500,12,3,0,
359500,16,3,21,
359600,9999,3,480,
359600,6,3,0,
359600,10,3,6,
359600,12,3,0,
359600,16,3,9,
359700,9999,3,423,
359700,6,3,0,
359700,10,3,3,
359700,12,3,0,
359700,16,3,6,
359800,9999,3,180,
359800,6,3,0,
359800,10,3,3,
359800,12,3,0,
359800,16,3,3,
359900,9999,3,318,
359900,6,3,0,
359900,10,3,24,
359900,12,3,0,
359900,16,3,3,
360000,9999,3,141,
360000,6,3,0,
360000,10,3,6,
360000,12,3,0,
360000,16,3,3,
360100,9999,3,1170,
360100,6,3,0,
360100,10,3,78,
360100,12,3,0,
360100,16,3,9,
360200,9999,3,234,
360200,6,3,0,
360200,10,3,18,
360200,12,3,0,
360200,16,3,0,
360300,9999,3,279,
360300,6,3,0,
360300,10,3,6,
360300,12,3,0,
360300,16,3,0,
360400,9999,3,372,
360400,6,3,0,
360400,10,3,18,
360400,12,3,0,
360400,16,3,0,
360500,9999,3,324,
360500,6,3,0,
360500,10,3,3,
360500,12,3,0,
360500,16,3,3,
360600,9999,3,1119,
360600,6,3,12,
360600,10,3,33,
360600,12,3,0,
360600,16,3,6,
360700,9999,3,297,
360700,6,3,0,
360700,10,3,12,
360700,12,3,0,
360700,16,3,3,
360800,9999,3,159,
360800,6,3,0,
360800,10,3,3,
360800,12,3,0,
360800,16,3,3,
360900,9999,3,276,
360900,6,3,0,
360900,10,3,0,
360900,12,3,0,
360900,16,3,3,
361000,9999,3,7323,
361000,6,3,30,
361000,10,3,219,
361000,12,3,0,
361000,16,3,57,
361100,9999,3,369,
361100,6,3,3,
361100,10,3,12,
361100,12,3,0,
361100,16,3,3,
361200,9999,3,177,
361200,6,3,0,
361200,10,3,6,
361200,12,3,0,
361200,16,3,0,
361300,9999,3,309,
361300,6,3,3,
361300,10,3,9,
361300,12,3,0,
361300,16,3,3,
361400,9999,3,237,
361400,6,3,0,
361400,10,3,12,
361400,12,3,0,
361400,16,3,0,
361500,9999,3,519,
361500,6,3,0,
361500,10,3,30,
361500,12,3,0,
361500,16,3,6,
361600,9999,3,228,
361600,6,3,0,
361600,10,3,9,
361600,12,3,0,
361600,16,3,3,
361700,9999,3,342,
361700,6,3,0,
361700,10,3,15,
361700,12,3,0,
361700,16,3,3,
361800,9999,3,,c
361800,6,3,,c
361800,10,3,,c
361800,12,3,,c
361800,16,3,,c
361900,9999,3,207,
361900,6,3,0,
361900,10,3,12,
361900,12,3,0,
361900,16,3,3,
362000,9999,3,108,
362000,6,3,0,
362000,10,3,3,
362000,12,3,0,
362000,16,3,3,
362100,9999,3,273,
362100,6,3,0,
362100,10,3,6,
362100,12,3,0,
362100,16,3,0,
362200,9999,3,900,
362200,6,3,0,
362200,10,3,27,
362200,12,3,0,
362200,16,3,3,
362300,9999,3,345,
362300,6,3,3,
362300,10,3,9,
362300,12,3,0,
362300,16,3,3,
362400,9999,3,714,
362400,6,3,0,
362400,10,3,24,
362400,12,3,0,
362400,16,3,3,
362500,9999,3,234,
362500,6,3,0,
362500,10,3,12,
362500,12,3,0,
362500,16,3,3,
362600,9999,3,123,
362600,6,3,0,
362600,10,3,9,
362600,12,3,0,
362600,16,3,0,
362700,9999,3,120,
362700,6,3,0,
362700,10,3,0,
362700,12,3,0,
362700,16,3,0,
362800,9999,3,72,
362800,6,3,0,
362800,10,3,0,
362800,12,3,0,
362800,16,3,0,
362900,9999,3,81,
362900,6,3,0,
362900,10,3,3,
362900,12,3,0,
362900,16,3,0,
363000,9999,3,129,
363000,6,3,0,
363000,10,3,0,
363000,12,3,0,
363000,16,3,3,
363100,9999,3,852,
363100,6,3,6,
363100,10,3,3,
363100,12,3,0,
363100,16,3,12,
363200,9999,3,9,
363200,6,3,,c
363200,10,3,,c
363200,12,3,,c
363200,16,3,,c
363300,9999,3,489,
363300,6,3,0,
363300,10,3,36,
363300,12,3,3,
363300,16,3,6,
363400,9999,3,,c
363400,6,3,,c
363400,10,3,,c
363400,12,3,,c
363400,16,3,,c
363500,9999,3,,c
363500,6,3,,c
363500,10,3,,c
363500,12,3,,c
363500,16,3,,c
363600,9999,3,,c
363600,6,3,,c
363600,10,3,,c
363600,12,3,,c
363600,16,3,,c
363700,9999,3,,c
363700,6,3,,c
363700,10,3,,c
363700,12,3,,c
363700,16,3,,c
363800,9999,3,,c
363800,6,3,,c
363800,10,3,,c
363800,12,3,,c
363800,16,3,,c
363900,9999,3,,c
363900,6,3,,c
363900,10,3,,c
363900,12,3,,c
363900,16,3,,c
400001,9999,3,,c
400001,6,3,,c
400001,10,3,,c
400001,12,3,,c
400001,16,3,,c
400002,9999,3,,c
400002,6,3,,c
400002,10,3,,c
400002,12,3,,c
400002,16,3,,c
400003,9999,3,,c
400003,6,3,,c
400003,10,3,,c
400003,12,3,,c
400003,16,3,,c
400004,9999,3,,c
400004,6,3,,c
400004,10,3,,c
400004,12,3,,c
400004,16,3,,c
400005,9999,3,,c
400005,6,3,,c
400005,10,3,,c
400005,12,3,,c
400005,16,3,,c
400006,9999,3,,c
400006,6,3,,c
400006,10,3,,c
400006,12,3,,c
400006,16,3,,c
400007,9999,3,,c
400007,6,3,,c
400007,10,3,,c
400007,12,3,,c
400007,16,3,,c
400008,9999,3,,c
400008,6,3,,c
400008,10,3,,c
400008,12,3,,c
400008,16,3,,c
400009,9999,3,,c
400009,6,3,,c
400009,10,3,,c
400009,12,3,,c
400009,16,3,,c
400010,9999,3,,c
400010,6,3,,c
400010,10,3,,c
400010,12,3,,c
400010,16,3,,c
400011,9999,3,,c
400011,6,3,,c
400011,10,3,,c
400011,12,3,,c
400011,16,3,,c
400012,9999,3,,c
400012,6,3,,c
400012,10,3,,c
400012,12,3,,c
400012,16,3,,c
400013,9999,3,,c
400013,6,3,,c
400013,10,3,,c
400013,12,3,,c
400013,16,3,,c
400014,9999,3,,c
400014,6,3,,c
400014,10,3,,c
400014,12,3,,c
400014,16,3,,c
400015,9999,3,,c
400015,6,3,,c
400015,10,3,,c
400015,12,3,,c
400015,16,3,,c
400016,9999,3,,c
400016,6,3,,c
400016,10,3,,c
400016,12,3,,c
400016,16,3,,c
999001,9999,3,2151,
999001,6,3,6,
999001,10,3,69,
999001,12,3,9,
999001,16,3,39,
999002,9999,3,3102,
999002,6,3,15,
999002,10,3,69,
999002,12,3,0,
999002,16,3,51,
999003,9999,3,921,
999003,6,3,3,
999003,10,3,24,
999003,12,3,0,
999003,16,3,15,
999076,9999,3,34164,
999076,6,3,1647,
999076,10,3,1089,
999076,12,3,255,
999076,16,3,645,
999011,9999,3,1368,
999011,6,3,6,
999011,10,3,72,
999011,12,3,3,
999011,16,3,18,
999012,9999,3,972,
999012,6,3,0,
999012,10,3,24,
999012,12,3,0,
999012,16,3,15,
999013,9999,3,4350,
999013,6,3,12,
999013,10,3,60,
999013,12,3,0,
999013,16,3,54,
999015,9999,3,1503,
999015,6,3,0,
999015,10,3,45,
999015,12,3,0,
999015,16,3,24,
999016,9999,3,7461,
999016,6,3,156,
999016,10,3,390,
999016,12,3,3,
999016,16,3,81,
999017,9999,3,3300,
999017,6,3,9,
999017,10,3,42,
999017,12,3,0,
999017,16,3,39,
999018,9999,3,438,
999018,6,3,0,
999018,10,3,15,
999018,12,3,0,
999018,16,3,12,
999019,9999,3,1233,
999019,6,3,3,
999019,10,3,39,
999019,12,3,3,
999019,16,3,12,
999020,9999,3,387,
999020,6,3,0,
999020,10,3,18,
999020,12,3,0,
999020,16,3,6,
999021,9999,3,1584,
999021,6,3,3,
999021,10,3,54,
999021,12,3,0,
999021,16,3,24,
999022,9999,3,2793,
999022,6,3,6,
999022,10,3,27,
999022,12,3,0,
999022,16,3,30,
999023,9999,3,5151,
999023,6,3,48,
999023,10,3,108,
999023,12,3,0,
999023,16,3,93,
