AREA,MAINTRAVELEDUC,AGE,Value,Flags
179600,8,2,0,
179600,9,2,0,
179600,10,2,3,
179700,1,2,27,
179700,2,2,159,
179700,3,2,36,
179700,4,2,21,
179700,5,2,138,
179700,6,2,6,
179700,7,2,69,
179700,8,2,0,
179700,9,2,0,
179700,10,2,9,
179800,1,2,9,
179800,2,2,39,
179800,3,2,21,
179800,4,2,12,
179800,5,2,66,
179800,6,2,3,
179800,7,2,18,
179800,8,2,0,
179800,9,2,0,
179800,10,2,0,
179900,1,2,18,
179900,2,2,243,
179900,3,2,42,
179900,4,2,27,
179900,5,2,1032,
179900,6,2,3,
179900,7,2,81,
179900,8,2,0,
179900,9,2,3,
179900,10,2,18,
180000,1,2,9,
180000,2,2,87,
180000,3,2,30,
180000,4,2,15,
180000,5,2,126,
180000,6,2,3,
180000,7,2,33,
180000,8,2,0,
180000,9,2,0,
180000,10,2,9,
180100,1,2,18,
180100,2,2,87,
180100,3,2,36,
180100,4,2,6,
180100,5,2,42,
180100,6,2,6,
180100,7,2,42,
180100,8,2,0,
180100,9,2,0,
180100,10,2,3,
180200,1,2,24,
180200,2,2,129,
180200,3,2,57,
180200,4,2,24,
180200,5,2,87,
180200,6,2,3,
180200,7,2,36,
180200,8,2,0,
180200,9,2,0,
180200,10,2,6,
180300,1,2,15,
180300,2,2,81,
180300,3,2,27,
180300,4,2,9,
180300,5,2,33,
180300,6,2,3,
180300,7,2,33,
180300,8,2,0,
180300,9,2,0,
180300,10,2,3,
180400,1,2,12,
180400,2,2,45,
180400,3,2,12,
180400,4,2,3,
180400,5,2,33,
180400,6,2,6,
180400,7,2,33,
180400,8,2,0,
180400,9,2,0,
180400,10,2,3,
180500,1,2,9,
180500,2,2,60,
180500,3,2,24,
180500,4,2,9,
180500,5,2,36,
180500,6,2,3,
180500,7,2,36,
180500,8,2,0,
180500,9,2,0,
180500,10,2,3,
180600,1,2,15,
180600,2,2,96,
180600,3,2,33,
180600,4,2,15,
180600,5,2,309,
180600,6,2,6,
180600,7,2,30,
180600,8,2,0,
180600,9,2,0,
180600,10,2,6,
180700,1,2,9,
180700,2,2,111,
180700,3,2,18,
180700,4,2,21,
180700,5,2,417,
180700,6,2,3,
180700,7,2,30,
180700,8,2,0,
180700,9,2,0,
180700,10,2,3,
180800,1,2,12,
180800,2,2,75,
180800,3,2,24,
180800,4,2,6,
180800,5,2,219,
180800,6,2,3,
180800,7,2,30,
180800,8,2,0,
180800,9,2,0,
180800,10,2,3,
180900,1,2,12,
180900,2,2,63,
180900,3,2,36,
180900,4,2,3,
180900,5,2,21,
180900,6,2,6,
180900,7,2,33,
180900,8,2,0,
180900,9,2,0,
180900,10,2,0,
181000,1,2,9,
181000,2,2,57,
181000,3,2,36,
181000,4,2,3,
181000,5,2,21,
181000,6,2,3,
181000,7,2,36,
181000,8,2,0,
181000,9,2,0,
181000,10,2,9,
181100,1,2,15,
181100,2,2,60,
181100,3,2,33,
181100,4,2,6,
181100,5,2,15,
181100,6,2,9,
181100,7,2,27,
181100,8,2,0,
181100,9,2,0,
181100,10,2,0,
181200,1,2,9,
181200,2,2,63,
181200,3,2,42,
181200,4,2,24,
181200,5,2,93,
181200,6,2,3,
181200,7,2,33,
181200,8,2,0,
181200,9,2,0,
181200,10,2,3,
181300,1,2,,c
181300,2,2,,c
181300,3,2,,c
181300,4,2,,c
181300,5,2,,c
181300,6,2,,c
181300,7,2,,c
181300,8,2,,c
181300,9,2,,c
181300,10,2,,c
181400,1,2,6,
181400,2,2,27,
181400,3,2,24,
181400,4,2,0,
181400,5,2,3,
181400,6,2,18,
181400,7,2,6,
181400,8,2,0,
181400,9,2,0,
181400,10,2,0,
181500,1,2,3,
181500,2,2,45,
181500,3,2,21,
181500,4,2,0,
181500,5,2,3,
181500,6,2,21,
181500,7,2,0,
181500,8,2,0,
181500,9,2,0,
181500,10,2,3,
181600,1,2,6,
181600,2,2,123,
181600,3,2,36,
181600,4,2,0,
181600,5,2,3,
181600,6,2,21,
181600,7,2,6,
181600,8,2,0,
181600,9,2,0,
181600,10,2,0,
181700,1,2,3,
181700,2,2,27,
181700,3,2,21,
181700,4,2,0,
181700,5,2,3,
181700,6,2,18,
181700,7,2,0,
181700,8,2,0,
181700,9,2,0,
181700,10,2,3,
181800,1,2,3,
181800,2,2,36,
181800,3,2,18,
181800,4,2,0,
181800,5,2,0,
181800,6,2,27,
181800,7,2,3,
181800,8,2,0,
181800,9,2,0,
181800,10,2,0,
181900,1,2,3,
181900,2,2,30,
181900,3,2,9,
181900,4,2,0,
181900,5,2,0,
181900,6,2,33,
181900,7,2,0,
181900,8,2,0,
181900,9,2,0,
181900,10,2,0,
182000,1,2,3,
182000,2,2,21,
182000,3,2,6,
182000,4,2,3,
182000,5,2,0,
182000,6,2,3,
182000,7,2,3,
182000,8,2,0,
182000,9,2,0,
182000,10,2,0,
182100,1,2,9,
182100,2,2,18,
182100,3,2,9,
182100,4,2,3,
182100,5,2,6,
182100,6,2,27,
182100,7,2,3,
182100,8,2,0,
182100,9,2,0,
182100,10,2,0,
182200,1,2,6,
182200,2,2,30,
182200,3,2,12,
182200,4,2,0,
182200,5,2,0,
182200,6,2,24,
182200,7,2,3,
182200,8,2,0,
182200,9,2,0,
182200,10,2,0,
182300,1,2,0,
182300,2,2,18,
182300,3,2,12,
182300,4,2,3,
182300,5,2,3,
182300,6,2,12,
182300,7,2,0,
182300,8,2,0,
182300,9,2,0,
182300,10,2,0,
182400,1,2,6,
182400,2,2,12,
182400,3,2,6,
182400,4,2,3,
182400,5,2,24,
182400,6,2,0,
182400,7,2,0,
182400,8,2,0,
182400,9,2,0,
182400,10,2,0,
182500,1,2,9,
182500,2,2,54,
182500,3,2,36,
182500,4,2,3,
182500,5,2,6,
182500,6,2,45,
182500,7,2,6,
182500,8,2,0,
182500,9,2,0,
182500,10,2,3,
182600,1,2,3,
182600,2,2,51,
182600,3,2,12,
182600,4,2,3,
182600,5,2,87,
182600,6,2,3,
182600,7,2,3,
182600,8,2,0,
182600,9,2,0,
182600,10,2,3,
182700,1,2,6,
182700,2,2,54,
182700,3,2,27,
182700,4,2,15,
182700,5,2,30,
182700,6,2,0,
182700,7,2,9,
182700,8,2,0,
182700,9,2,0,
182700,10,2,0,
182800,1,2,15,
182800,2,2,54,
182800,3,2,30,
182800,4,2,6,
182800,5,2,69,
182800,6,2,6,
182800,7,2,9,
182800,8,2,3,
182800,9,2,0,
182800,10,2,3,
182900,1,2,12,
182900,2,2,27,
182900,3,2,15,
182900,4,2,6,
182900,5,2,3,
182900,6,2,6,
182900,7,2,3,
182900,8,2,0,
182900,9,2,0,
182900,10,2,0,
183000,1,2,0,
183000,2,2,33,
183000,3,2,30,
183000,4,2,6,
183000,5,2,6,
183000,6,2,9,
183000,7,2,0,
183000,8,2,0,
183000,9,2,0,
183000,10,2,0,
183100,1,2,15,
183100,2,2,27,
183100,3,2,15,
183100,4,2,0,
183100,5,2,0,
183100,6,2,12,
183100,7,2,3,
183100,8,2,0,
183100,9,2,0,
183100,10,2,0,
183200,1,2,3,
183200,2,2,12,
183200,3,2,12,
183200,4,2,3,
183200,5,2,6,
183200,6,2,0,
183200,7,2,3,
183200,8,2,0,
183200,9,2,0,
183200,10,2,0,
183300,1,2,6,
183300,2,2,18,
183300,3,2,15,
183300,4,2,3,
183300,5,2,12,
183300,6,2,0,
183300,7,2,0,
183300,8,2,0,
183300,9,2,0,
183300,10,2,0,
183400,1,2,12,
183400,2,2,24,
183400,3,2,27,
183400,4,2,0,
183400,5,2,15,
183400,6,2,3,
183400,7,2,9,
183400,8,2,0,
183400,9,2,0,
183400,10,2,0,
183500,1,2,9,
183500,2,2,21,
183500,3,2,24,
183500,4,2,6,
183500,5,2,3,
183500,6,2,0,
183500,7,2,3,
183500,8,2,0,
183500,9,2,0,
183500,10,2,3,
183600,1,2,12,
183600,2,2,21,
183600,3,2,12,
183600,4,2,0,
183600,5,2,42,
183600,6,2,3,
183600,7,2,6,
183600,8,2,0,
183600,9,2,0,
183600,10,2,0,
183700,1,2,12,
183700,2,2,54,
183700,3,2,18,
183700,4,2,3,
183700,5,2,3,
183700,6,2,18,
183700,7,2,6,
183700,8,2,0,
183700,9,2,0,
183700,10,2,0,
183800,1,2,33,
183800,2,2,60,
183800,3,2,45,
183800,4,2,12,
183800,5,2,6,
183800,6,2,12,
183800,7,2,9,
183800,8,2,0,
183800,9,2,0,
183800,10,2,3,
183900,1,2,18,
183900,2,2,51,
183900,3,2,45,
183900,4,2,6,
183900,5,2,9,
183900,6,2,6,
183900,7,2,6,
183900,8,2,0,
183900,9,2,0,
183900,10,2,3,
184000,1,2,9,
184000,2,2,27,
184000,3,2,15,
184000,4,2,0,
184000,5,2,27,
184000,6,2,18,
184000,7,2,6,
184000,8,2,0,
184000,9,2,0,
184000,10,2,0,
184100,1,2,,c
184100,2,2,6,
184100,3,2,,c
184100,4,2,,c
184100,5,2,,c
184100,6,2,,c
184100,7,2,,c
184100,8,2,,c
184100,9,2,,c
184100,10,2,,c
184200,1,2,9,
184200,2,2,48,
184200,3,2,39,
184200,4,2,6,
184200,5,2,15,
184200,6,2,24,
184200,7,2,9,
184200,8,2,0,
184200,9,2,0,
184200,10,2,3,
184300,1,2,6,
184300,2,2,24,
184300,3,2,18,
184300,4,2,3,
184300,5,2,24,
184300,6,2,9,
184300,7,2,3,
184300,8,2,0,
184300,9,2,0,
184300,10,2,3,
184400,1,2,12,
184400,2,2,27,
184400,3,2,18,
184400,4,2,3,
184400,5,2,24,
184400,6,2,3,
184400,7,2,3,
184400,8,2,0,
184400,9,2,0,
184400,10,2,3,
184500,1,2,6,
184500,2,2,3,
184500,3,2,9,
184500,4,2,0,
184500,5,2,3,
184500,6,2,6,
184500,7,2,3,
184500,8,2,0,
184500,9,2,0,
184500,10,2,0,
184600,1,2,9,
184600,2,2,30,
184600,3,2,15,
184600,4,2,0,
184600,5,2,6,
184600,6,2,24,
184600,7,2,0,
184600,8,2,0,
184600,9,2,0,
184600,10,2,3,
184700,1,2,3,
184700,2,2,3,
184700,3,2,6,
184700,4,2,0,
184700,5,2,3,
184700,6,2,12,
184700,7,2,0,
184700,8,2,0,
184700,9,2,0,
184700,10,2,0,
184800,1,2,12,
184800,2,2,33,
184800,3,2,24,
184800,4,2,0,
184800,5,2,3,
184800,6,2,51,
184800,7,2,12,
184800,8,2,0,
184800,9,2,0,
184800,10,2,0,
184900,1,2,3,
184900,2,2,15,
184900,3,2,9,
184900,4,2,0,
184900,5,2,3,
184900,6,2,21,
184900,7,2,0,
184900,8,2,0,
184900,9,2,0,
184900,10,2,0,
185000,1,2,6,
185000,2,2,12,
185000,3,2,3,
185000,4,2,0,
185000,5,2,6,
185000,6,2,12,
185000,7,2,3,
185000,8,2,0,
185000,9,2,0,
185000,10,2,3,
185100,1,2,,c
185100,2,2,,c
185100,3,2,,c
185100,4,2,,c
185100,5,2,,c
185100,6,2,,c
185100,7,2,,c
185100,8,2,,c
185100,9,2,,c
185100,10,2,,c
185200,1,2,3,
185200,2,2,3,
185200,3,2,12,
185200,4,2,0,
185200,5,2,6,
185200,6,2,12,
185200,7,2,6,
185200,8,2,0,
185200,9,2,0,
185200,10,2,0,
185300,1,2,6,
185300,2,2,15,
185300,3,2,24,
185300,4,2,3,
185300,5,2,6,
185300,6,2,24,
185300,7,2,6,
185300,8,2,0,
185300,9,2,0,
185300,10,2,0,
185400,1,2,6,
185400,2,2,21,
185400,3,2,6,
185400,4,2,0,
185400,5,2,6,
185400,6,2,30,
185400,7,2,0,
185400,8,2,0,
185400,9,2,0,
185400,10,2,3,
185500,1,2,12,
185500,2,2,18,
185500,3,2,39,
185500,4,2,3,
185500,5,2,45,
185500,6,2,18,
185500,7,2,3,
185500,8,2,0,
185500,9,2,0,
185500,10,2,0,
185600,1,2,9,
185600,2,2,21,
185600,3,2,12,
185600,4,2,3,
185600,5,2,9,
185600,6,2,30,
185600,7,2,0,
185600,8,2,0,
185600,9,2,0,
185600,10,2,0,
185700,1,2,9,
185700,2,2,18,
185700,3,2,12,
185700,4,2,0,
185700,5,2,9,
185700,6,2,21,
185700,7,2,3,
185700,8,2,0,
185700,9,2,0,
185700,10,2,0,
185800,1,2,12,
185800,2,2,24,
185800,3,2,6,
185800,4,2,0,
185800,5,2,3,
185800,6,2,48,
185800,7,2,6,
185800,8,2,0,
185800,9,2,0,
185800,10,2,3,
185900,1,2,15,
185900,2,2,42,
185900,3,2,30,
185900,4,2,0,
185900,5,2,6,
185900,6,2,57,
185900,7,2,3,
185900,8,2,0,
185900,9,2,0,
185900,10,2,3,
186000,1,2,24,
186000,2,2,45,
186000,3,2,36,
186000,4,2,3,
186000,5,2,48,
186000,6,2,36,
186000,7,2,6,
186000,8,2,0,
186000,9,2,0,
186000,10,2,0,
186100,1,2,12,
186100,2,2,18,
186100,3,2,21,
186100,4,2,3,
186100,5,2,6,
186100,6,2,21,
186100,7,2,0,
186100,8,2,0,
186100,9,2,0,
186100,10,2,0,
186200,1,2,9,
186200,2,2,15,
186200,3,2,30,
186200,4,2,0,
186200,5,2,33,
186200,6,2,9,
186200,7,2,3,
186200,8,2,0,
186200,9,2,0,
186200,10,2,0,
186300,1,2,6,
186300,2,2,9,
186300,3,2,21,
186300,4,2,0,
186300,5,2,12,
186300,6,2,0,
186300,7,2,0,
186300,8,2,0,
186300,9,2,0,
186300,10,2,0,
186400,1,2,6,
186400,2,2,24,
186400,3,2,30,
186400,4,2,3,
186400,5,2,45,
186400,6,2,12,
186400,7,2,0,
186400,8,2,0,
186400,9,2,0,
186400,10,2,6,
186500,1,2,3,
186500,2,2,24,
186500,3,2,24,
186500,4,2,0,
186500,5,2,48,
186500,6,2,3,
186500,7,2,3,
186500,8,2,0,
186500,9,2,0,
186500,10,2,3,
186600,1,2,3,
186600,2,2,24,
186600,3,2,39,
186600,4,2,0,
186600,5,2,45,
186600,6,2,3,
186600,7,2,0,
186600,8,2,0,
186600,9,2,0,
186600,10,2,0,
186700,1,2,6,
186700,2,2,6,
186700,3,2,3,
186700,4,2,0,
186700,5,2,24,
186700,6,2,3,
186700,7,2,0,
186700,8,2,0,
186700,9,2,0,
186700,10,2,0,
186800,1,2,12,
186800,2,2,33,
186800,3,2,54,
186800,4,2,3,
186800,5,2,54,
186800,6,2,6,
186800,7,2,9,
186800,8,2,0,
186800,9,2,0,
186800,10,2,3,
186900,1,2,,c
186900,2,2,,c
186900,3,2,,c
186900,4,2,,c
186900,5,2,,c
186900,6,2,,c
186900,7,2,,c
186900,8,2,,c
186900,9,2,,c
186900,10,2,,c
187000,1,2,3,
187000,2,2,3,
187000,3,2,3,
187000,4,2,0,
187000,5,2,15,
187000,6,2,12,
187000,7,2,3,
187000,8,2,0,
187000,9,2,0,
187000,10,2,3,
187100,1,2,3,
187100,2,2,18,
187100,3,2,12,
187100,4,2,0,
187100,5,2,6,
187100,6,2,18,
187100,7,2,3,
187100,8,2,0,
187100,9,2,0,
187100,10,2,0,
187200,1,2,3,
187200,2,2,9,
187200,3,2,12,
187200,4,2,0,
187200,5,2,24,
187200,6,2,15,
187200,7,2,3,
187200,8,2,0,
187200,9,2,0,
187200,10,2,0,
187300,1,2,15,
187300,2,2,21,
187300,3,2,24,
187300,4,2,3,
187300,5,2,45,
187300,6,2,18,
187300,7,2,0,
187300,8,2,0,
187300,9,2,0,
187300,10,2,0,
325200,10,2,6,
326300,10,2,3,
327000,10,2,0,
327700,10,2,3,
328800,10,2,,c
329500,10,2,3,
330200,10,2,0,
331300,8,2,0,
331300,9,2,0,
331300,10,2,6,
332000,8,2,0,
332000,9,2,0,
332000,10,2,6,
332700,8,2,0,
332700,9,2,0,
332700,10,2,3,
333300,1,2,3,
333300,2,2,3,
333300,3,2,6,
333300,4,2,0,
333300,5,2,3,
333300,6,2,6,
333300,7,2,0,
333300,8,2,0,
333300,9,2,0,
333300,10,2,0,
333400,1,2,,c
333400,2,2,,c
333400,3,2,,c
333400,4,2,,c
333400,5,2,,c
333400,6,2,,c
333400,7,2,,c
333400,8,2,,c
333400,9,2,,c
333400,10,2,,c
333500,1,2,,c
333500,2,2,,c
333500,3,2,,c
333500,4,2,,c
333500,5,2,9,
333500,6,2,,c
333500,7,2,,c
333500,8,2,,c
333500,9,2,,c
333500,10,2,,c
333600,1,2,,c
333600,2,2,,c
333600,3,2,,c
333600,4,2,,c
333600,5,2,,c
333600,6,2,,c
333600,7,2,,c
333600,8,2,,c
333600,9,2,,c
333600,10,2,,c
333700,1,2,3,
333700,2,2,12,
333700,3,2,12,
333700,4,2,0,
333700,5,2,9,
333700,6,2,18,
333700,7,2,3,
333700,8,2,0,
333700,9,2,0,
333700,10,2,0,
333800,1,2,6,
333800,2,2,21,
333800,3,2,6,
333800,4,2,0,
333800,5,2,6,
333800,6,2,30,
333800,7,2,0,
333800,8,2,0,
333800,9,2,0,
333800,10,2,3,
333900,1,2,9,
333900,2,2,6,
333900,3,2,9,
333900,4,2,3,
333900,5,2,0,
333900,6,2,33,
333900,7,2,3,
333900,8,2,0,
333900,9,2,0,
333900,10,2,0,
334000,1,2,15,
334000,2,2,39,
334000,3,2,27,
334000,4,2,6,
334000,5,2,54,
334000,6,2,9,
334000,7,2,6,
334000,8,2,0,
334000,9,2,0,
334000,10,2,0,
334100,1,2,6,
334100,2,2,18,
334100,3,2,15,
334100,4,2,3,
334100,5,2,0,
334100,6,2,27,
334100,7,2,0,
334100,8,2,0,
334100,9,2,0,
334100,10,2,0,
334200,1,2,9,
334200,2,2,21,
334200,3,2,6,
334200,4,2,0,
334200,5,2,6,
334200,6,2,36,
334200,7,2,3,
334200,8,2,0,
334200,9,2,0,
334200,10,2,3,
334300,1,2,9,
334300,2,2,21,
334300,3,2,9,
334300,4,2,0,
334300,5,2,6,
334300,6,2,15,
334300,7,2,0,
334300,8,2,0,
334300,9,2,0,
334300,10,2,0,
334400,1,2,6,
334400,2,2,51,
334400,3,2,30,
334400,4,2,0,
334400,5,2,6,
334400,6,2,24,
334400,7,2,3,
334400,8,2,0,
334400,9,2,0,
334400,10,2,0,
334500,1,2,9,
334500,2,2,90,
334500,3,2,30,
334500,4,2,0,
334500,5,2,6,
334500,6,2,57,
334500,7,2,12,
334500,8,2,0,
334500,9,2,0,
334500,10,2,0,
334600,1,2,6,
334600,2,2,42,
334600,3,2,39,
334600,4,2,0,
334600,5,2,3,
334600,6,2,24,
334600,7,2,6,
334600,8,2,0,
334600,9,2,0,
334600,10,2,0,
334700,1,2,36,
334700,2,2,18,
334700,3,2,0,
334700,4,2,0,
334700,5,2,21,
334700,6,2,9,
334700,7,2,6,
334700,8,2,0,
334700,9,2,0,
334700,10,2,0,
334800,1,2,,c
334800,2,2,,c
334800,3,2,,c
334800,4,2,,c
334800,5,2,,c
334800,6,2,,c
334800,7,2,,c
334800,8,2,,c
334800,9,2,,c
334800,10,2,,c
334900,1,2,27,
334900,2,2,66,
334900,3,2,33,
334900,4,2,3,
334900,5,2,0,
334900,6,2,81,
334900,7,2,36,
334900,8,2,0,
334900,9,2,0,
334900,10,2,3,
335000,1,2,12,
335000,2,2,69,
335000,3,2,12,
335000,4,2,3,
335000,5,2,45,
335000,6,2,36,
335000,7,2,15,
335000,8,2,0,
335000,9,2,0,
335000,10,2,6,
335100,1,2,15,
335100,2,2,63,
335100,3,2,24,
335100,4,2,0,
335100,5,2,0,
335100,6,2,102,
335100,7,2,30,
335100,8,2,0,
335100,9,2,0,
335100,10,2,3,
335200,1,2,30,
335200,2,2,72,
335200,3,2,21,
335200,4,2,3,
335200,5,2,6,
335200,6,2,96,
335200,7,2,45,
335200,8,2,0,
335200,9,2,0,
335200,10,2,3,
335300,1,2,3,
335300,2,2,60,
335300,3,2,15,
335300,4,2,0,
335300,5,2,3,
335300,6,2,81,
335300,7,2,33,
335300,8,2,0,
335300,9,2,0,
335300,10,2,0,
335400,1,2,15,
335400,2,2,51,
335400,3,2,30,
335400,4,2,0,
335400,5,2,12,
335400,6,2,57,
335400,7,2,3,
335400,8,2,0,
335400,9,2,0,
335400,10,2,3,
335500,1,2,18,
335500,2,2,60,
335500,3,2,15,
335500,4,2,0,
335500,5,2,3,
335500,6,2,45,
335500,7,2,18,
335500,8,2,0,
335500,9,2,0,
335500,10,2,0,
100200,1,3,33,
100200,2,3,33,
100200,3,3,3,
100200,4,3,3,
100200,5,3,0,
100200,6,3,0,
100200,7,3,0,
100200,8,3,0,
100200,9,3,0,
100200,10,3,0,
100900,1,3,15,
100900,2,3,9,
100900,3,3,0,
100900,4,3,0,
100900,5,3,0,
100900,6,3,0,
100900,7,3,0,
100900,8,3,0,
100900,9,3,0,
100900,10,3,3,
102000,1,3,9,
102000,2,3,9,
102000,3,3,0,
102000,4,3,0,
102000,5,3,0,
102000,6,3,0,
102000,7,3,0,
102000,8,3,0,
102000,9,3,0,
102000,10,3,0,
102700,1,3,6,
102700,2,3,9,
102700,3,3,3,
102700,4,3,0,
102700,5,3,3,
102700,6,3,0,
102700,7,3,0,
102700,8,3,0,
102700,9,3,0,
102700,10,3,0,
103400,1,3,15,
103400,2,3,30,
103400,3,3,3,
103400,4,3,0,
103400,5,3,12,
103400,6,3,0,
103400,7,3,0,
103400,8,3,0,
103400,9,3,0,
103400,10,3,0,
104500,1,3,12,
104500,2,3,21,
104500,3,3,0,
104500,4,3,0,
104500,5,3,3,
104500,6,3,0,
104500,7,3,0,
104500,8,3,0,
104500,9,3,0,
104500,10,3,0,
105200,1,3,12,
105200,2,3,24,
105200,3,3,3,
105200,4,3,0,
105200,5,3,0,
105200,6,3,0,
105200,7,3,3,
105200,8,3,0,
105200,9,3,0,
105200,10,3,0,
105900,1,3,21,
105900,2,3,27,
105900,3,3,3,
105900,4,3,3,
105900,5,3,0,
105900,6,3,0,
105900,7,3,3,
105900,8,3,0,
105900,9,3,0,
105900,10,3,0,
107000,1,3,24,
107000,2,3,39,
107000,3,3,3,
107000,4,3,3,
107000,5,3,6,
107000,6,3,0,
107000,7,3,0,
107000,8,3,0,
107000,9,3,0,
107000,10,3,3,
107700,1,3,12,
107700,2,3,24,
107700,3,3,3,
107700,4,3,0,
107700,5,3,0,
107700,6,3,0,
107700,7,3,0,
107700,8,3,0,
107700,9,3,0,
107700,10,3,3,
108400,1,3,,c
108400,2,3,,c
108400,3,3,,c
108400,4,3,,c
108400,5,3,,c
108400,6,3,,c
108400,7,3,,c
108400,8,3,,c
108400,9,3,,c
108400,10,3,,c
108800,1,3,21,
108800,2,3,24,
108800,3,3,3,
108800,4,3,0,
108800,5,3,0,
108800,6,3,0,
108800,7,3,0,
108800,8,3,0,
108800,9,3,0,
108800,10,3,0,
109500,1,3,9,
109500,2,3,6,
109500,3,3,3,
109500,4,3,0,
109500,5,3,0,
109500,6,3,0,
109500,7,3,0,
109500,8,3,0,
109500,9,3,0,
109500,10,3,0,
258200,1,3,,c
258200,2,3,,c
258200,3,3,,c
258200,4,3,,c
258200,5,3,,c
258200,6,3,,c
258200,7,3,,c
258200,8,3,,c
258200,9,3,,c
258200,10,3,,c
110600,1,3,,c
110600,2,3,,c
110600,3,3,,c
110600,4,3,,c
110600,5,3,,c
110600,6,3,,c
110600,7,3,,c
110600,8,3,,c
110600,9,3,,c
110600,10,3,,c
111000,1,3,,c
111000,2,3,,c
111000,3,3,,c
111000,4,3,,c
111000,5,3,,c
111000,6,3,,c
111000,7,3,,c
111000,8,3,,c
111000,9,3,,c
111000,10,3,,c
111700,1,3,36,
111700,2,3,24,
111700,3,3,0,
111700,4,3,0,
111700,5,3,0,
111700,6,3,0,
111700,7,3,0,
111700,8,3,0,
111700,9,3,0,
111700,10,3,0,
112300,10,3,0,
112400,1,3,27,
112400,2,3,36,
112400,3,3,3,
112400,4,3,0,
112400,5,3,3,
112400,6,3,0,
112400,7,3,0,
112400,8,3,0,
112400,9,3,0,
112400,10,3,0,
112500,10,3,0,
113500,1,3,18,
113500,2,3,15,
113500,3,3,0,
113500,4,3,3,
113500,5,3,0,
113500,6,3,0,
113500,7,3,3,
113500,8,3,0,
113500,9,3,0,
113500,10,3,0,
114000,10,3,0,
114200,1,3,6,
114200,2,3,15,
114200,3,3,3,
114200,4,3,3,
114200,5,3,0,
114200,6,3,0,
114200,7,3,0,
114200,8,3,0,
114200,9,3,0,
114200,10,3,0,
114800,10,3,0,
114900,1,3,27,
114900,2,3,24,
114900,3,3,0,
114900,4,3,0,
114900,5,3,0,
114900,6,3,0,
114900,7,3,9,
114900,8,3,0,
114900,9,3,0,
114900,10,3,0,
115000,10,3,3,
115100,10,3,0,
115700,10,3,3,
115800,10,3,0,
115900,10,3,0,
116000,1,3,9,
116000,2,3,12,
116000,3,3,0,
116000,4,3,0,
116000,5,3,0,
116000,6,3,0,
116000,7,3,3,
116000,8,3,0,
116000,9,3,0,
116000,10,3,0,
116500,10,3,0,
116700,1,3,24,
116700,2,3,60,
116700,3,3,9,
116700,4,3,0,
116700,5,3,3,
116700,6,3,0,
116700,7,3,15,
116700,8,3,0,
116700,9,3,0,
116700,10,3,0,
117400,1,3,18,
117400,2,3,45,
117400,3,3,3,
117400,4,3,0,
117400,5,3,6,
117400,6,3,0,
117400,7,3,18,
117400,8,3,0,
117400,9,3,0,
117400,10,3,0,
117600,10,3,0,
118200,10,3,0,
118300,10,3,0,
118400,8,3,0,
118400,9,3,0,
118400,10,3,3,
118500,1,3,18,
118500,2,3,81,
118500,3,3,6,
118500,4,3,0,
118500,5,3,0,
118500,6,3,0,
118500,7,3,15,
118500,8,3,0,
118500,9,3,0,
118500,10,3,0,
118900,10,3,3,
119000,10,3,0,
119100,8,3,0,
119100,9,3,0,
119100,10,3,0,
119200,1,3,9,
119200,2,3,21,
119200,3,3,0,
119200,4,3,0,
119200,5,3,0,
119200,6,3,0,
119200,7,3,0,
119200,8,3,0,
119200,9,3,0,
119200,10,3,0,
119300,8,3,,c
119300,9,3,,c
119300,10,3,,c
119900,1,3,9,
119900,2,3,36,
119900,3,3,0,
119900,4,3,0,
119900,5,3,0,
119900,6,3,0,
119900,7,3,9,
119900,8,3,0,
119900,9,3,0,
119900,10,3,0,
120000,10,3,0,
120100,8,3,3,
120100,9,3,0,
120100,10,3,0,
120200,10,3,0,
120300,10,3,0,
120600,10,3,0,
120700,10,3,0,
120800,8,3,0,
120800,9,3,0,
120800,10,3,3,
120900,10,3,0,
121000,1,3,21,
121000,2,3,42,
121000,3,3,0,
121000,4,3,0,
121000,5,3,0,
121000,6,3,0,
121000,7,3,24,
121000,8,3,3,
121000,9,3,0,
121000,10,3,0,
121500,8,3,0,
121500,9,3,0,
121500,10,3,0,
121600,8,3,3,
121600,9,3,3,
121600,10,3,0,
121700,1,3,6,
121700,2,3,12,
121700,3,3,0,
121700,4,3,0,
121700,5,3,0,
121700,6,3,0,
121700,7,3,0,
121700,8,3,3,
121700,9,3,3,
121700,10,3,0,
121800,8,3,0,
121800,9,3,0,
121800,10,3,0,
122000,10,3,0,
122100,10,3,0,
122300,8,3,3,
122300,9,3,0,
122300,10,3,0,
122400,1,3,18,
122400,2,3,60,
122400,3,3,3,
122400,4,3,0,
122400,5,3,0,
122400,6,3,3,
122400,7,3,18,
122400,8,3,0,
122400,9,3,0,
122400,10,3,3,
122500,8,3,0,
122500,9,3,0,
122500,10,3,0,
122600,8,3,0,
122600,9,3,0,
122600,10,3,0,
122700,1,3,12,
122700,2,3,45,
122700,3,3,0,
122700,4,3,0,
122700,5,3,3,
122700,6,3,3,
122700,7,3,18,
122700,8,3,0,
122700,9,3,0,
122700,10,3,3,
123200,10,3,0,
123300,8,3,0,
123300,9,3,0,
123300,10,3,3,
123400,10,3,0,
123500,1,3,,c
123500,2,3,,c
123500,3,3,,c
123500,4,3,,c
123500,5,3,,c
123500,6,3,,c
123500,7,3,,c
